Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"TP","Cultures et produits animaux","101","Indonésie","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","361","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","102","Iran (République islamique d')","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","3184","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","103","Iraq","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","311814","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","104","Irlande","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","560355","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","99","Islande","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","7724","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","105","Israël","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","28260","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","106","Italie","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","281033","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","109","Jamaïque","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","30079","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","110","Japon","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","3710212","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","112","Jordanie","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","98857","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","108","Kazakhstan","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","160089","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","114","Kenya","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","2990","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","113","Kirghizistan","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","30633","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","83","Kiribati","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","4240","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","118","Koweït","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","317165","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","122","Lesotho","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","38247","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","119","Lettonie","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","77287","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","121","Liban","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","30985","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","123","Libéria","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","41270","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","124","Libye","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","178207","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","126","Lituanie","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","84249","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","256","Luxembourg","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","70255","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","154","Macédoine du Nord","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","65518","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","129","Madagascar","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","67","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","131","Malaisie","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","158265","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","130","Malawi","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","884","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","132","Maldives","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","28174","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","133","Mali","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","1392","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","134","Malte","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","31155","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","143","Maroc","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","12327","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","137","Maurice","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","10074","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","136","Mauritanie","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","20346","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","138","Mexique","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","1140222","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","141","Mongolie","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","22447","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","273","Monténégro","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","20862","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","144","Mozambique","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","38028","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","28","Myanmar","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","1358","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","147","Namibie","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","38640","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","148","Nauru","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","1429","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","149","Népal","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","624","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","157","Nicaragua","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","10466","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","158","Niger","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","2367","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","159","Nigéria","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","35801","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","160","Nioué","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","380","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","162","Norvège","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","13481","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","153","Nouvelle-Calédonie","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","23050","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","156","Nouvelle-Zélande","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","3868","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","221","Oman","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","194098","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","226","Ouganda","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","335","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","235","Ouzbékistan","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","10749","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"TP","Cultures et produits animaux","165","Pakistan","5622","Importations - Valeur","2074","Viande de Volailles","2018","2018","1000 US$","4070","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
