"Country Name,""Country Code"",""Indicator Name"",""Indicator Code"",""1960"",""1961"",""1962"",""1963"",""1964"",""1965"",""1966"",""1967"",""1968"",""1969"",""1970"",""1971"",""1972"",""1973"",""1974"",""1975"",""1976"",""1977"",""1978"",""1979"",""1980"",""1981"",""1982"",""1983"",""1984"",""1985"",""1986"",""1987"",""1988"",""1989"",""1990"",""1991"",""1992"",""1993"",""1994"",""1995"",""1996"",""1997"",""1998"",""1999"",""2000"",""2001"",""2002"",""2003"",""2004"",""2005"",""2006"",""2007"",""2008"",""2009"",""2010"",""2011"",""2012"",""2013"",""2014"",""2015"",""2016"",""2017"",""2018"",""2019"",""2020"","
"Antigua-et-Barbuda,""ATG"",""Importations de biens et de services (% du PIB)"",""NE.IMP.GNFS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""92.2925735482398"",""88.7235620122403"",""94.2412071907921"",""91.4106377880507"",""87.1048664885426"",""83.4308627023946"",""85.6318338698918"",""74.7669415561133"",""75.3435432378661"",""72.2111304648381"",""77.3958058531227"",""79.8302238580581"",""82.7226647356988"",""87.6254523001321"",""88.0334043363568"",""86.1458859912575"",""71.2892244511517"",""73.258337121835"",""69.8784354835559"",""72.5123925107875"",""75.6196883297648"",""73.9535545360788"",""63.7504952799475"",""64.2624742831509"",""66.1252314849856"",""69.4574859555422"","""","""","
"Australie,""AUS"",""Importations de biens et de services (% du PIB)"",""NE.IMP.GNFS.ZS"",""14.0583554376658"",""15.0216548894461"",""12.6280824231505"",""13.8304519891689"",""13.7612517083746"",""15.2640442160715"",""15.126499096435"",""13.8899123130204"",""14.4821202043405"",""13.3308872989666"",""13.2180944886163"",""12.9334722428933"",""11.9705961694092"",""11.0177498140591"",""13.2134324396071"",""14.7317978049158"",""13.3803493764567"",""14.6501654974291"",""14.5903029956443"",""15.3566579810603"",""15.9086175087782"",""16.7402821048757"",""16.8295238420627"",""15.6235296605465"",""15.005295766199"",""17.3053925344614"",""18.0802336304949"",""17.0921563823457"",""16.6476786800416"",""16.9817378433677"",""17.0734908136483"",""16.193830898585"",""16.4186276621683"",""17.8934453773932"",""18.5206973548609"",""19.8846667893329"",""19.3931375912388"",""18.9000001800858"",""20.4748536380903"",""20.790755650731"",""21.5943517368742"",""22.1394876508015"",""20.7826816731256"",""21.2010587295246"",""19.9174485708545"",""21.0060810671628"",""21.7103057916763"",""21.8478307885289"",""22.7086594643905"",""22.7930912712426"",""20.8396639745591"",""20.4703160052576"",""21.7295182659334"",""21.2522627313421"",""21.4670353387174"",""21.5095275701541"",""21.5265843486597"",""20.6129696868594"",""21.4407430648721"",""21.5994940287195"","""","
"Autriche,""AUT"",""Importations de biens et de services (% du PIB)"",""NE.IMP.GNFS.ZS"","""","""","""","""","""","""","""","""","""","""",""27.4686344277026"",""27.345116584754"",""27.3653532253531"",""27.5374528314848"",""30.4533625711267"",""28.5044981022599"",""31.1637556365578"",""32.3236395835347"",""30.5528948869436"",""32.4364440392413"",""35.1319340743747"",""35.3958880212345"",""32.3756172676103"",""31.9939859862433"",""33.8239884504452"",""35.1618404815936"",""32.0168828672025"",""31.447517667927"",""33.4916238053734"",""35.5231562390335"",""35.7909550811009"",""35.457917424929"",""34.4748999341367"",""31.8011526870735"",""33.8285594524044"",""34.7234607571822"",""35.8343950133252"",""37.8396074770871"",""38.5761282051164"",""38.9031024586734"",""42.0142216659345"",""42.9191092459869"",""41.6287818010806"",""41.8169676971425"",""43.9251307189084"",""45.4140534786122"",""47.2466423435202"",""48.172384639555"",""48.8248221152974"",""41.8548144134358"",""47.7576359096203"",""51.154117778086"",""51.1785012313079"",""50.625120789651"",""50.1169562048263"",""49.3382548303838"",""48.5756846289351"",""50.8905233062778"",""52.4198695413291"",""52.2041787909953"","""","
"Azerbaïdjan,""AZE"",""Importations de biens et de services (% du PIB)"",""NE.IMP.GNFS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""39.2223738062756"",""41.2050898203593"",""54.5963776685131"",""76.028025477707"",""30.6282092340539"",""53.4070672040491"",""55.9211007831369"",""53.0443593072222"",""54.5282799511713"",""41.8558448782814"",""38.3777368008308"",""37.3165776205885"",""50.0503092783505"",""65.5453718603512"",""72.718107430072"",""52.9007785985227"",""38.758255006348"",""28.5128964581019"",""23.4667590165732"",""23.1082959987641"",""20.6812669257035"",""24.0810644752506"",""25.2883893489114"",""26.2600116874635"",""26.2096685368412"",""34.806730415594"",""43.6496693432541"",""41.8544509495606"",""37.5802826749238"",""36.8642646392674"","""","
"Burundi,""BDI"",""Importations de biens et de services (% du PIB)"",""NE.IMP.GNFS.ZS"",""13.3928578261662"",""14.6551729913369"",""16.3934421622452"",""14.2857144084702"",""12.0805373091302"",""12.534289462699"",""12.9921803763367"",""11.8857765527851"",""13.3668122270742"",""12.0945742954996"",""11.6210197230579"",""14.1716801439181"",""15.0749696694666"",""13.3327311322885"",""15.5339377333162"",""19.0017705948535"",""16.6528767491649"",""17.2914189235808"",""20.2264008026176"",""22.7221415213696"",""23.2920650338144"",""22.037695696343"",""26.9074459918851"",""24.7477597409048"",""23.5523097883576"",""20.7869023928065"",""22.31563049832"",""25.7386317272753"",""25.9531832539286"",""22.9435654028731"",""27.7751472575537"",""28.5051827766189"",""29.4769508903169"",""27.1610357564277"",""28.4817585329216"",""27.278283560511"",""15.7534012542759"",""14.4399066511085"",""19.44027986007"",""15.9639877031181"",""16.234753894772"",""15.784843450019"",""16.988025225784"",""20.9948980541304"",""24.6233698947461"",""28.9"",""35.1"",""31.9999986368881"",""36.6999993197774"",""29.2000032854075"",""29.800003758426"",""34.2000025536135"",""33.9999881157879"",""37.5000131147541"",""34.1542733940916"",""26.8089855450836"",""25.0916348264004"",""26.9515346026704"",""29.8090049192121"",""32.7261686707375"","""","
"Belgique,""BEL"",""Importations de biens et de services (% du PIB)"",""NE.IMP.GNFS.ZS"","""","""","""","""","""","""","""","""","""","""",""42.7710254837046"",""41.8166176737447"",""41.0771607398334"",""46.1121501660273"",""52.3777195459097"",""45.6077121111552"",""48.2613755680507"",""48.1702725216395"",""46.5509597585309"",""51.6505320431123"",""52.9381673001875"",""56.157830087916"",""59.8220377400948"",""59.999935931094"",""63.8183833473908"",""61.4226586727942"",""55.0439747012999"",""54.0513368574141"",""57.0148633493866"",""61.3701837443597"",""59.8541601189252"",""58.3604828351158"",""56.2603571698966"",""52.9049958392791"",""54.8073406881894"",""56.2641961032662"",""58.0203848015116"",""60.902358975732"",""60.5347776108893"",""60.6069310248626"",""69.6827399089776"",""67.964880914325"",""65.2538517924041"",""63.679044325004"",""66.0121279012141"",""70.2462217485879"",""72.7625122442923"",""74.1666421724765"",""80.2078278152436"",""66.5720368236699"",""74.14760859514"",""80.7963607521708"",""80.3415397228249"",""78.5264966401955"",""78.9822068454526"",""76.3872643576431"",""78.2354105104266"",""82.1543172436483"",""83.2504016989727"",""81.2205627302457"","""","
"Bénin,""BEN"",""Importations de biens et de services (% du PIB)"",""NE.IMP.GNFS.ZS"",""12.1102860037387"",""9.53463213652839"",""9.95930446110374"",""11.6258988070834"",""12.2431651526909"",""14.9057105712226"",""16.1960629695616"",""19.7722662705327"",""19.0765867798385"",""21.4285057250714"",""24.4613236152013"",""27.8326141260428"",""26.800149392693"",""25.9501669628164"",""29.4946483665807"",""33.4129820337852"",""31.0285113990042"",""34.7807829045215"",""34.5453644374484"",""37.0217886787244"",""37.3221067200718"",""43.9588716369158"",""40.0862995442378"",""31.577722696885"",""30.9319281707312"",""36.6485996242477"",""32.6154967527009"",""30.9506070946337"",""32.0830888173539"",""24.8049383776371"",""26.5388791344867"",""30.3422307728013"",""33.5015977552095"",""32.917416096905"",""36.0734606362612"",""36.4311975077222"",""30.0189798910533"",""31.5354950169417"",""32.5006857471368"",""31.3822583591138"",""26.742848952329"",""28.3885918276674"",""24.0418117580991"",""22.9719333073503"",""21.389426770597"",""20.6122912074473"",""21.7167729998912"",""27.0709310375342"",""25.6346390032369"",""24.7746622235924"",""28.3588118822374"",""26.3673773087186"",""26.8399999121001"",""31.6296265138756"",""33.8374338168225"",""32.0358619739087"",""31.3801402666294"",""34.2710021762586"",""34.5486297289637"",""34.0508051209549"","""","
"Burkina Faso,""BFA"",""Importations de biens et de services (% du PIB)"",""NE.IMP.GNFS.ZS"",""15.839404612418"",""15.7899764009717"",""15.7059646946391"",""15.6690091988758"",""11.5184394568252"",""11.3766205814937"",""11.6484883364785"",""13.9273070528145"",""15.2873906772355"",""16.5323946242926"",""16.1417701889841"",""19.9310890976094"",""21.2889996660341"",""22.9195387310593"",""24.4729157208656"",""30.1511163590201"",""27.0082432329274"",""30.4432668926016"",""27.7508292684115"",""29.2824436783172"",""31.2625076586155"",""31.4351136452015"",""31.6240353150483"",""29.5741478477064"",""28.7577920382322"",""31.0260822887558"",""28.9711662892219"",""28.0811295265822"",""27.1309820899936"",""23.6458973519231"",""24.4559590282232"",""23.3486879839288"",""19.5275360085764"",""20.6735406720758"",""25.0276010932215"",""26.6069148783492"",""27.6166925636234"",""26.6038877818834"",""28.1316805532505"",""26.9008102757514"",""26.2782244851586"",""22.6140880474318"",""22.4471572206048"",""21.1478047493266"",""24.5993563004511"",""24.3303222900142"",""24.1496788527529"",""23.4311750727081"",""25.2359899277654"",""26.507012812169"",""28.5573896844031"",""31.3017525842237"",""34.6405225638741"",""36.9588658493908"",""31.8915583395886"",""32.9815357744638"",""31.9772079951896"",""32.8163945669667"",""32.173975244206"",""31.3562031627096"","""","
"Bangladesh,""BGD"",""Importations de biens et de services (% du PIB)"",""NE.IMP.GNFS.ZS"",""9.30725837281466"",""11.6999989681888"",""10.8080969923682"",""11.6562779409751"",""14.1218553939094"",""13.3665973042485"",""12.6518221475519"",""12.5957179860198"",""11.606331446801"",""11.6653287574603"",""12.5074840612315"",""10.7275845200351"",""13.7325591531154"",""11.8552471769742"",""10.348545600697"",""8.10054723852476"",""17.6361931614715"",""12.3814462328921"",""15.4808518001798"",""15.7978440622703"",""17.8829473211837"",""14.1162959381044"",""15.5316243276076"",""14.7130315900677"",""13.4154720403534"",""12.8377060246289"",""11.8358105449764"",""11.6977479923371"",""12.2497633446486"",""12.7850303011279"",""13.0581855259296"",""12.2272149164418"",""12.3473285920799"",""14.1043140341485"",""13.864320908288"",""17.3448618625588"",""16.3695800738575"",""15.8051428327327"",""16.1227321741207"",""16.6292981713845"",""16.9775131339119"",""18.7114578649468"",""16.557411788963"",""16.2267362042167"",""15.7117252031078"",""20.0040929665367"",""21.7584608673034"",""22.9470478066831"",""24.9620555504832"",""23.1526633174097"",""21.7787299851405"",""27.4987748801959"",""27.9493338841896"",""26.7585286136071"",""25.5244202017989"",""24.7493225204896"",""21.3045813926876"",""20.2678924628174"",""23.4439348097981"",""21.4360523057267"","""","
"Bulgarie,""BGR"",""Importations de biens et de services (% du PIB)"",""NE.IMP.GNFS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""30.6886123066186"",""34.5226112588971"",""33.2164891600317"",""36.9396201860833"",""38.2461502514927"",""43.2022408138597"",""43.4699248775556"",""42.6223539813803"",""45.8960858101817"",""48.1583761167482"",""36.7278687657797"",""39.2041267501842"",""52.9382470119522"",""45.8347273335564"",""45.6725646879757"",""22.923182809455"",""37.3236854305756"",""36.887548925233"",""35.1038600249826"",""47.325181412464"",""41.5268488799543"",""44.2000513252659"",""41.6223072947401"",""44.5969370580688"",""52.1072538973285"",""57.1846466782109"",""64.0695841229168"",""71.2219404997787"",""72.2673442034384"",""50.4737962060994"",""53.2686271558648"",""58.7258095941416"",""63.8375696222578"",""65.2534694407958"",""65.7840078313956"",""63.0136900610535"",""59.0942955362728"",""62.9451633402503"",""63.2696625755978"",""60.9808991648733"","""","
"Bahreïn,""BHR"",""Importations de biens et de services (% du PIB)"",""NE.IMP.GNFS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""115.240471461877"",""120.009203159752"",""106.77706448789"",""92.9507334092851"",""93.8440585631597"",""89.8405068822373"",""84.8131044698092"",""87.4000382154648"",""77.4944328712018"",""87.6299235905555"",""94.6051370724346"",""95.6386472316645"",""96.7420454545455"",""80.7292998516852"",""73.9849014051351"",""70.4737687766559"",""76.2018949658674"",""69.5052959617436"",""63.8854285837168"",""62.964453222111"",""56.6284682992678"",""53.4155049554821"",""58.6250679204693"",""56.0285101569836"",""62.1321640785849"",""64.4194769029886"",""62.4652368065147"",""58.1055213402395"",""63.3051627651981"",""49.4981315443774"",""50.9350767827277"",""74.7365988909427"",""83.7391257717264"",""87.0677507838272"",""79.5170856905251"",""71.8241650563938"",""65.4197279781524"",""67.3069858316077"",""71.837647467674"","""","""","
"Bahamas,""BHS"",""Importations de biens et de services (% du PIB)"",""NE.IMP.GNFS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""66.1430575035063"",""67.5156174915906"",""60.2035391995491"",""62.8772560473302"",""62.3694356817385"",""59.551416080593"",""58.0159279778393"",""58.3067953554456"",""59.2709121933431"",""57.9049544994944"",""55.8032445026988"","""",""57.1688438928805"",""55.9592545799116"",""55.1675259388781"",""51.2145384367964"",""51.3932729624838"",""53.3804848112918"",""54.9163021289006"",""57.8190634524799"",""42.8544807938904"",""43.0690069981649"",""39.2458487715175"",""41.5973810340409"",""38.4282919944264"",""34.1025271473546"",""35.2533063362378"",""37.7867522740851"",""42.6363839694191"",""49.2414369667314"",""47.9208614529201"",""47.935588067642"",""42.3303639766138"",""43.7223151105018"",""50.898420626685"",""46.123501702346"",""45.2973013890466"",""47.9687893732676"",""38.2552857191652"",""37.3341157731483"",""40.0017613104149"",""38.3878176331007"",""36.6762895101187"","""","
"Bosnie-Herzégovine,""BIH"",""Importations de biens et de services (% du PIB)"",""NE.IMP.GNFS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""86.3989382618954"",""71.4678736413432"",""83.8823372827429"",""72.7973298559813"",""98.3634118315508"",""94.1765947855901"",""75.5015955171529"",""75.9263883804218"",""70.9306273062731"",""83.1698965873837"",""66.8439328746846"",""71.633751623694"",""63.0217106412829"",""56.4503042173539"",""59.3148095972739"",""48.7381182425403"",""51.2726713903235"",""55.8003766650648"",""55.7945689061123"",""54.1881933715064"",""56.5631603244451"",""53.7843434763529"",""52.9201229515597"",""57.0435900264267"",""57.1023592608042"",""55.2044640214474"","""","
"Bélarus,""BLR"",""Importations de biens et de services (% du PIB)"",""NE.IMP.GNFS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""43.64896073903"",""33.3333333333333"",""57.6086956521739"",""83.3502538071066"",""84.1061091440454"",""54.0530299910216"",""50.4250960440786"",""65.6562985579151"",""63.9065684365836"",""61.6317764594536"",""72.3983446101294"",""70.2973237369855"",""67.3745423382546"",""68.9854723668665"",""74.2501770290328"",""59.08654296872"",""64.2337921203023"",""67.2108252637516"",""68.6617233270771"",""59.759183004167"",""64.545087636347"",""79.5088935540041"",""74.3083620349781"",""61.4823871290472"",""55.7104203103354"",""57.9040596348719"",""62.6999757764695"",""66.5781545217791"",""68.9386909876332"",""66.9146361888479"","""","
"Belize,""BLZ"",""Importations de biens et de services (% du PIB)"",""NE.IMP.GNFS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""57.3915222960823"",""63.0512105741474"",""59.0555325090913"",""54.3968950637626"",""58.7029967769402"",""51.2824701077912"",""48.637928845819"",""52.3837623742918"",""56.9746457145462"",""57.4821635407217"",""51.2739504808613"",""0"",""52.91925097894"",""50.1844082854901"",""52.4382053827774"",""49.1110077653383"",""50.2658782463792"",""55.7071612444386"",""56.9276992803042"",""67.3526305015353"",""73.6750255393306"",""69.3761098635343"",""66.6662288524945"",""66.3973055414337"",""58.8749797878918"",""63.3864298353069"",""62.0233111597736"",""62.1287826360491"",""70.5433825433825"",""57.0621916040386"",""58.646300464711"",""64.3286692223439"",""63.8035721321164"",""66.5932980878815"",""65.2709345681982"",""66.2613441234482"",""61.6117120162244"",""58.434808885985"",""58.0079173792219"",""58.0078213947803"","""","
"Bermudes,""BMU"",""Importations de biens et de services (% du PIB)"",""NE.IMP.GNFS.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""23.8000876023396"",""23.7311948264219"",""23.2697593736654"",""24.656915602754"",""25.3555042510214"",""23.3246590561242"",""23.4198528067971"",""23.8542792001922"",""25.851397410057"",""25.6222213641082"","""","
"Bolivie,""BOL"",""Importations de biens et de services (% du PIB)"",""NE.IMP.GNFS.ZS"",""23.9339138200491"",""23.3374384236453"",""25.6054064201239"",""26.3423988842399"",""23.4720717932849"",""26.6852367688022"",""26.4779874213836"",""26.0162601626016"",""24.0384615384615"",""23.252444766389"",""24.3585499089555"",""24.40073755378"",""24.0191387559809"",""28.3198797087686"",""26.7976966639699"",""32.2166341078183"",""29.8864031316882"",""29.6449420108081"",""30.1082418020797"",""27.3960758230795"",""22.5225225225225"",""22.9166666666667"",""29.3296089385475"",""24.0445859872611"",""25.8179562722903"",""22.8428532667725"",""25.7141088274368"",""24.1272059176097"",""23.1388089398917"",""23.1564657875992"",""23.9262932088405"",""26.9656203429122"",""29.0650961029083"",""28.3863600301386"",""27.1975393849157"",""27.1865647706149"",""27.2744206481735"",""29.3590609478957"",""32.5824778546884"",""27.2873561905612"",""27.3230291378382"",""25.2556728275699"",""27.7158053967754"",""26.3671016601731"",""26.3258757529664"",""32.093798986877"",""32.7661345975672"",""34.2662550218096"",""37.9604649665247"",""32.9044492235457"",""34.324170118541"",""38.3886935736902"",""37.7825645460976"",""37.1384280316079"",""41.9713815815679"",""37.0645491528286"",""31.9130289777379"",""31.8005083782674"",""31.1211695675762"",""31.4300444470217"","""","
