Code Domaine,Domaine,Code zone,Zone,Code de devise ISO,Devise,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"PE","Taux de change - Annuels","210","Suède","SEK","Swedish Krona","5540","Unités de monnaie locale standardisée par USD","2018","2018","","8.6925","X","Sources internationales sûres","Data from UNSD AMA"
"PE","Taux de change - Annuels","211","Suisse","CHF","Swiss Franc","5540","Unités de monnaie locale standardisée par USD","2018","2018","","0.9779","X","Sources internationales sûres","Data from UNSD AMA"
"PE","Taux de change - Annuels","207","Suriname","SRD","Surinam Dollar","5540","Unités de monnaie locale standardisée par USD","2018","2018","","7.4625","X","Sources internationales sûres","Data from UNSD AMA"
"PE","Taux de change - Annuels","208","Tadjikistan","TJS","Somoni","5540","Unités de monnaie locale standardisée par USD","2018","2018","","9.1512","X","Sources internationales sûres","Data from UNSD AMA"
"PE","Taux de change - Annuels","39","Tchad","XAF","CFA Franc BEAC","5540","Unités de monnaie locale standardisée par USD","2018","2018","","555.4465","X","Sources internationales sûres","Data from UNSD AMA"
"PE","Taux de change - Annuels","167","Tchéquie","CZK","Czech Koruna","5540","Unités de monnaie locale standardisée par USD","2018","2018","","21.7299","X","Sources internationales sûres","Data from UNSD AMA"
"PE","Taux de change - Annuels","216","Thaïlande","THB","Baht","5540","Unités de monnaie locale standardisée par USD","2018","2018","","32.3102","X","Sources internationales sûres","Data from UNSD AMA"
"PE","Taux de change - Annuels","176","Timor-Leste","USD","US Dollar","5540","Unités de monnaie locale standardisée par USD","2018","2018","","1","X","Sources internationales sûres","Data from UNSD AMA"
"PE","Taux de change - Annuels","217","Togo","XOF","CFA Franc BCEAO","5540","Unités de monnaie locale standardisée par USD","2018","2018","","555.4465","X","Sources internationales sûres","Data from UNSD AMA"
"PE","Taux de change - Annuels","219","Tonga","TOP","Pa’anga","5540","Unités de monnaie locale standardisée par USD","2018","2018","","2.2366","X","Sources internationales sûres","Data from UNSD AMA"
"PE","Taux de change - Annuels","220","Trinité-et-Tobago","TTD","Trinidad and Tobago Dollar","5540","Unités de monnaie locale standardisée par USD","2018","2018","","6.7707","X","Sources internationales sûres","Data from UNSD AMA"
"PE","Taux de change - Annuels","222","Tunisie","TND","Tunisian Dinar","5540","Unités de monnaie locale standardisée par USD","2018","2018","","2.6469","X","Sources internationales sûres","Data from UNSD AMA"
"PE","Taux de change - Annuels","213","Turkménistan","TMT","Turkmenistan New Manat","5540","Unités de monnaie locale standardisée par USD","2018","2018","","3.5","X","Sources internationales sûres","Data from UNSD AMA"
"PE","Taux de change - Annuels","223","Turquie","TRY","Turkish Lira","5540","Unités de monnaie locale standardisée par USD","2018","2018","","4.8284","X","Sources internationales sûres","Data from UNSD AMA"
"PE","Taux de change - Annuels","227","Tuvalu","AUD","Australian Dollar","5540","Unités de monnaie locale standardisée par USD","2018","2018","","1.3384","X","Sources internationales sûres","Data from UNSD AMA"
"PE","Taux de change - Annuels","230","Ukraine","UAH","Hryvnia","5540","Unités de monnaie locale standardisée par USD","2018","2018","","27.2005","X","Sources internationales sûres","Data from UNSD AMA"
"PE","Taux de change - Annuels","234","Uruguay","UYU","Peso Uruguayo","5540","Unités de monnaie locale standardisée par USD","2018","2018","","30.7253","X","Sources internationales sûres","Data from UNSD AMA"
"PE","Taux de change - Annuels","155","Vanuatu","VUV","Vatu","5540","Unités de monnaie locale standardisée par USD","2018","2018","","110.1683","X","Sources internationales sûres","Data from UNSD AMA"
"PE","Taux de change - Annuels","236","Venezuela (République bolivarienne du)","VEF","Bolívar","5540","Unités de monnaie locale standardisée par USD","2018","2018","","733576.9304","X","Sources internationales sûres","Data from UNSD AMA"
"PE","Taux de change - Annuels","237","Viet Nam","VND","Dong","5540","Unités de monnaie locale standardisée par USD","2018","2018","","22602.05","X","Sources internationales sûres","Data from UNSD AMA"
"PE","Taux de change - Annuels","249","Yémen","YER","Yemeni Rial","5540","Unités de monnaie locale standardisée par USD","2018","2018","","214.89","X","Sources internationales sûres","Data from UNSD AMA"
"PE","Taux de change - Annuels","251","Zambie","ZMW","Zambian Kwacha","5540","Unités de monnaie locale standardisée par USD","2018","2018","","10.4581","X","Sources internationales sûres","Data from UNSD AMA"
"PE","Taux de change - Annuels","181","Zimbabwe","USD","US Dollar","5540","Unités de monnaie locale standardisée par USD","2018","2018","","1","X","Sources internationales sûres","Data from UNSD AMA"
